user_id,post_id,bio,facebookAccountId,name,twitterScreenName,username,group_medium
1c2038abd18a,"67161cfa4d43, bc160a56e90d, d106ca5d2c38, 714d1d82771a, 37a9ebaa1df7","DS at StreetEasy. picturesque data science, etc.",1200445918,Kats Philipp,Casyfill,casyfill,2
70af63039d1d,939578a2a8de,Seasoned Entrepreneur • Technology & Data Science • Top 100 LGBT Executives by Financial Times & OUTstanding,10154292130446658,Shachar Grembek,,grembek,2
667175c2430f,"c707beb0bdc7, dee25ef866e3","An avid reader, believes technology a great democratizer and it will empower the planet. And a Software Engineer",1454123208009388,Yogesh S P,YogeshspYogi,YogeshSP,2
e17553b8e2c5,"893f40122f92, 56bae813e34a","Software Engineer, Washington D.C.",,Michael Ramos,rambossa,rambossa,2
317c279194d2,58d23d1f338d,"A retired software engineer who hates retirement with a passion. My hobbies are economics, philosophy and futurism.",10209208391619171,Tomm Carr,,tommcarr,2
1fa7b462eae1,bba64d678289,"Bossy, sarcastic ginger marries an engineer who thinks he's funny, then writes about it. He has to tell me he loves me every time he says something stupid.",120406525159457,ACWMH,ACWMH,ACWMH,2
666ee0186a0b,fd4eb4615020,"Mechanical engineer, entrepreneur, love to fix things. Working in financial inclusion, dreaming with financial independence for everybody.",,Javier Borkenztain,jborkenztain,JBorkenztain,2
f677f9acff2a,2a34850a3cff,"Software engineer, Entrepreneur & community builder. Currently @gener8tor writer for @startupgrind",1283038731730887,Aleckson Nyamwaya,AlecksonN,alecksonnyamwaya,2
3b335d2ab2e6,"f60fc7399729, 59423dd9a6b2, 1d55a9266977, c43fbe1e76b8","Entrepreneur at heart, Engineer by mind (CS Grad), Customer obsessed Product guy, Deep understanding of Education Technology (EdTech) Space",,Subba Reddy,PostPCEra,PostPCEra,2
64e7dc8197b4,edaca39e8320,I'm a software engineer with a team leading cut to my jib.,,Gordon J Milne,gjmilne,gjmilne,2
668bbc832e69,"7737a8317dec, 16efb72ab447, 309b53e271dd",Writer. Gentleman Historian. Chief Engineer at a wantrapreneurial Web “startup”.,,Jeff Dickey,jeff_dickey,jeff_dickey,2
6ef2733662cd,48c5ed46a703,"machine learning enthusiast, book worm and a life-long learner. https://www.instagram.com/katywoolala/",10203707607444887,Katy Lee,katyprogrammer,katylee,2
724dceeab58a,6e252a3f2713,Lead Engineer @KiSSFLOW,,Kamal K,,kamaldlk,2
51bcc93b746c,6e7a7b726859,"Student | Entrepreneur | Avid Fan of Coffee, Kilos, and Knowledge |",10209192202389906,Huck Hopper,,huckhopper,2
325b967db1e8,ae2d96cc6f1f,Sales Engineer #Cloud Solutions at @IBM #Startup & tech geek. Interests #DevOps #Docker #Python #ansible #Flask #Javascript #React #ML #SaSS and #Meteor,10205007004608996,Kimmo Hintikka,KimmoHintikka,KimmoHintikka_67785,2
dbf5b2d893ac,"4c563e034257, 9a97823b8524, 9a97823b8524, e90ceda5a4bc","Machine Learning combines strategy, technology and creativity to engage customers. http://www.analyticspath.com/machine-learning-training-in-hyderabad",,Machine Learning Training in Hyderabad,,johny123,2
dc237b72f455,c9b677e0ebeb,Blockchain Investor. Product Geek. Student of Tokenomics. Now: Blockchain eats FinTech. Later: Blockchain eats world.,10101871399786852,Tom Howard,The_Tom_Howard,thetomhoward,2
1d5d573f0d53,"54334318e08d, e77963d5177c, bdb228173ddc",Engineering,,Damian Płaza,raimeyuu,raimeyuu,2
3f0f8718dcc5,ad669a601125,A digital marketing & machine learning enthusiast which passion is to learn everytime & everywhere.,,Millah Fatimah,,milkyuhae96,2
865b7ef8adb3,9a97823b8524,Artificial Intelligence and Neuroscience Enthusiast. A Biomed student on the way to informatics.,10159053605200514,Looggaew Puttatida Mahapattanakul,,Glassatlas,2
f403932560c1,d0cf7299054,...learning to think on my hands and create shapes @openfintech engineer @Scripted Instructor @recursecenter alum #gbathlete,,Dwayne Jones,senoJenyawD,senoJenyawD,2
72d07023a10c,714ef1c38199,Student,1883345485234478,Sandesh Bhusal,,sandeshbhusal,2
df09dfd22212,a7ca790e6c40,"Head of AI @ gifs.com. Previously: PhD student @ ETH Zurich, Intern at Google Brain and Yahoo Labs",10210404779817913,Michael Gygli,GygliMichael,GygliMichael,2
dad21aa10213,a47d02fd9db1,"Cloud, Microservices, Containers and DevOps | Software Engineer @ Microsoft | Paris, France",10155704279914696,Julien Corioland,,juliencorioland,2
1f2ee7876bbc,"a7ad8bbadb32, e46ab64f9570, d804b2e04ef8",Love to #Code #Hack Computer Engineer,1001229719887728,Muneeb Ul Hassan,muneeb2405,muneeb2405,2
e6147f265a5d,"59d0461160f3, 3aaadef11e45",Data Science Noviciate,,Kishore Konakanti,,enigma2006.kishore,2
398df9769ab8,4b816b5a8ae9,"I think, I observe, and I shoot (through my Canon 1200D). Engineer, photographer, Manchester United supporter. Hyderabad, India.",10207525638472262,Aviral Agarwal,,aviralagl,2
8b0b53a6b0d2,330a35f8db00,"Cloud computing, system architecture, software engineering.",,Daniel Weibel,weibeld,weibeld,2
4e678020f473,bfcdd806bf9e,Lead Machine Learning Engineer @iGeniusAI,10210472566516907,Matteo Tosi,matteoTosi4,matteoTosi,2
f40725dded75,4f859cafb9a5,"learning data science, one day at a time",,moonagedaydream,,billie.rolih,2
e238a3855fc2,a0da25d59850,"Entrepreneur, former language teacher in Taiwan, former software engineer in SF/SV, life-long student.",10155425725809973,Mark,toshuo,toshuo,2
f5b67cbaf3a5,61917877cd72,Amateur Apostrophist. Professional Data Person.,,Jamie Bono,jbono,jbono,2
5bf8d60d180a,c13938a75b96,"FZ🇨🇳🛫PHI🇺🇸; FHS'14🎓 TempleU'18 Mechanical Engineer, Traveler, Foodie, ama tu vida. IG kylewanggg",,Kyle Wang,,kylewanggg,2
e297972576a7,e1f856f71042,Ph.D. Student (Cyber Security) & Cognitive Security Practitioner,,Vinayakumar R,,vinayakumarr88,2
712565d6e2c8,"124c5636b8ac, a33bbb55b8e9","Healthcare technology PM, working at Canada’s largest hospital network in Toronto. Amateur developer, artificial intelligence enthusiast, and constant learner.",1558130650920139,Hasan Ali,ha_san_ali,ha_san_ali,2
7bcc564c08f2,5f89c707bae6,Software Engineer. Life-Long-Learner.,10152414591947560,Oyewale Oyediran,waleoyediran,waleoyediran,2
6e5dc45d1e63,279284e283c8,Machine Learning,,Adam Bielski,BielskiAdam,BielskiAdam,2
4ef1a94000b1,2d53a6f8a4f9,"Sr. Manager, Software Engineering. Machine Learning Engineer. Licenciado en Informatica (UNLP), Data Mining Specialist (UBA)",,Pablo J. Rios,pabloxrios,pabloxrios,2
2ffbdacc16e4,43af0a368116,Open Data/ Data Science/ Machine Learning/Web Development,,Maciej Osowski,,maciej.osowski,2
ddf242e784a8,d7492fd0d03c,"Former VP Product @stash. Former PM, engineer @venmo. I like to homebrew beer. Old blog: https://diogeneshamilton.tumblr.com/",,Matt Hamilton,eartothenoise,eartothenoise,2
3b9eba138623,"7fe97057aa58, 7fe97057aa58, 7fe97057aa58","Researcher in Robotics, Optimization and Machine Learning | Stanford, UC Berkeley",,Animesh Garg,animesh_garg,animesh_garg,2
1f409c90ffc4,"148770977e25, 97c42122c486",Software Engineer. Enrolled in Udacity Self-Driving Car Engineer Nanodegree.,,Ashish Malhotra,,amalhotra,2
3269d04169b5,"771d241646f7, 8c9976db90df","Scientific Mind@Polarr, PhD Candidate@Stanford; BME@Tsinghua.",,Enhao GONG,gongenhao,gongenhao,2
de19dc139f40,eea3ac374835,Data science & machine learning,10153583082557101,Rodrigo Rivera,roriveca,rodrigorivera,2
8afbd1d82d42,153b6ade9f66,Machine Learning graduate student,,Nicolas A.G.,,angelard.gontier.nicolas,2
7121e32f2aef,"c1c4ffb4ebf4, 42c19c114cb8, fe958a74e753, 68209f4f3422","Physics student. A passion for language and the mysteries of our universe, our future, and our human condition.",,Ella Alderson,,Ella_alderson,2
72db9bc94dd4,3db499bdd1e3,Student — Road to Full Stack Web Developer! + love me some blockchain,10211187082572704,Rain de Castro,,rainvincentdecastro,2
7154e602f32,16ced95724db,Data Science Enthusiast. Interest in FinTech,,Kolawole Opemipo,,mipokolawole,2
640e3161abd9,59a8ccc53690,"Computer engineering student, food lover, football lover, just come with me…",,João Lucas campos,,jlbercamp,2
5be5ec29922c,feeada989cd9,"I am a software engineer with deep interest in Artificial Intelligence, Machine Learning and Deep Learning areas.",10203894899426285,Kotti Sasikanth,,ksasi,2
7bc7c2b5ec5a,"b5b420625102, b5b420625102, 8d087d8f74a1, 4020854bd607","Computer Science, Genomics, and Machine Learning http://www.zafarali.me",10153530965567478,Zafarali Ahmed,zafarali,zafarali,2
3b9aa7655926,bae05917a26e,Writer • Freelance • Vlogger • Literature Connoisseur • Uni Student • Practitioner of all things Magickal and Nerdy (Writer at The S.A.T.E & Harlequin's Nook),,Sylvia A Calaelen,SyCalaelen,SyCalaelen,2
5fb21bc4728c,"6986b5e3a127, f992daa1045a, 3c2cf07b8d7c",Data Science and Artificial Intelligence Researcher,687825354703581,Shahid Khan Niazi,mramzan99,shahidkhanniazi,2
1cf538052c1a,40c3f3f46405,Bay Area Software Engineer,,Julian Knodt,,julianknodt,2
5bebc59e793b,43bf1b0d0c62,Data Engineer and founder of @paddlesoft.,,Isaac Godfried,,igodfried,2
323ecdde5d3f,c69e13880312,Computer-Science Student — Working-Student at Amazon in Data & Business Analytics — Web-Developer — Promoter & Event Manager in the Music Industry,10155323264299742,Karim Bk,,karimbk,2
1ced2d8ce395,"7f3501d53f63, ec438bd93c49, 4461cc93f8c1","@BlockchainEng on Twitter. Blockchain Engineer — Ethereum Developer. Graduated 2017 Master of Science in Mining Engineering, Data Analyst.",,"Blockchain Engineer — Joaquin Roibal, EIT, M. Sc.",,BlockchainEng,2
4e7064f436df,fbeb109938b0,"Google Scholar + Student Entrepreneur, on a mission to democratize opportunities",1071261492939945,Felix Josemon,Felix_Josemon,felixjosemon,2
7bdeb357cfaa,cfc869ce2443,"Machine Learning Designer and Researcher | Artist | Instigator| online harassment researcher Wikimedia Foundation, alum @IBMWatson, @ITP_NYU @nycresistor",,caroline sinders,carolinesinders,carolinesinders,2
4e8b64927d78,7b2979c6a000,Life science and philosophy enthusiast. Programmer. Photographer. Human rights activist. UCL student. Labour member. Socialist and technocrat.,,Pouria Hadjibagheri,Pouriaaa,Pouriaaa,2
e39cb7df0c72,"1ad2666d6d39, 18f111fcc007",iOS/Android developer and former Apple/Intel Chip Engineer. We build Princle for teams: https://www.princle.com,10153924757794592,Xiaojun Li,xjli1972,xiaojunli,2
2fccb851bb5e,4d33e6835eb2,"Chief Decision Intelligence Engineer, Google. ❤️ Stats, ML/AI, data, puns, art, theatre, decision science. All views are my own. twitter.com/quaesita",,Cassie Kozyrkov,quaesita,kozyrkov,2
e64299846300,2bc371547db8,23 yr Old- #InsurTech #Insurance ||Microsoft Student Partner @Microsoft || Support- Computer Science In Every High School|,,Aditya Kumar 💙,Adityajai007,Adityajai007,2
3219c452aea6,739b62f97da,Artificial intelligence engineer • A.I Researcher• Software engineer •,1512242092152121,Victor I. Afolabi,victor_iyi,javafolabi,2
1d2f805e8419,df0dec59d53b,"Computer Simulation, Machine Learning, Startups. Co-founder @Rasa_HQ",,Alan,alanmnichol,alanmnichol,2
e796a21b345f,"d8b49da17950, 36606a9399b4, 1fc5962b121c, bdd59673608c, 945a4a65da4d, cd67aba4526c",Software Developer; Machine Learning Enthusiast,10202284588977927,Amir Rahnama,_ambodi,ambodi,2
5c317cc4fc63,18d0e018fe45,"AI/Machine Learning enthusiast, Software/Firmware engineer, M.S. Physics, https://www.linkedin.com/in/allenyllee/",,Allenyl Lee,allenyllee,allenyllee,2
daa996dafe34,9218ce6449c0,Software Engineer @ agoda,10153206239742996,Dimka Maleev,dimko1,dimko1,2
e796a035948e,ee590b75b1be,"Sure in how little I know. Consultant @BainandCompany. Previously Data @Shipt, student @Stanford.",10153540184779506,David Choi,,dchoi27,2
1d35a08cf1a4,"a8842fea7077, ae9577df2c19","Econophysics, data science, and machine learning",1570929309652687,Yu-Long Tsai,,yulongtsai,2
e78b00aef06a,18f111fcc007,"Engineering Manager, AB Experimentation Platform at Netflix. We AB test all the things!",,Steve Urban,steve_urban,steve_urban,2
3203528c5800,a2703ff2d57b,Teacher and consultant on digital psychology and data science! Check out my blog: http://www.alterspark.com/blog/,10153352600700936,"Brian Cugelman, PhD",cugelman,cugelman,2
f41bc83158b9,7cfe0b5dd7fd,"Software engineer, cycling and photography enthusiast.",10153273418246592,Doğan Gülcan,dgngulcan,dgngulcan,2
1f0b6db22d38,"18644e701cf1, 333514854913, fc9eadda71e7",Psychologist completing a MSc in Data Science ⛵️ ⛺️ 📷,,Fionn Delahunty,F_Delahunty,F_Delahunty,2
8b243e9ec3b7,2bd86ed7ef54,iOS Engineer from Kazakhstan.,1147113655299824,Ilyar Mnazhdin,vesterito,ilyarmnazhdin,2
dab360997846,b9ea60d7c740,Biostatistics grad student @VanderbiltU. Interested in exploring and visualizing data. #d3js and pita enthusiast. Recent @uvmvermont alum.,,Nick Strayer,NicholasStrayer,NicholasStrayer,2
f422dcce4ebc,f10ba6e38234,Machine Learning Enthusiast.,1958841437462568,Bhajesh Bharathan,,bhajeshbharathan,2
e3999e445181,b9767f68ec23,"NLP/Deep Learning PhD student, Research scientist @AYLIEN • Previously @Microsoft, @gsoc, @SAP • Passionate traveler • Startup enthusiast",,Sebastian Ruder,seb_ruder,sebastianruder,2
3221d5775c76,45595f49a990,"mechanical engineer, front-end developer, vegan aspirer",,Scott,,rai.five,2
1d1ff41338ca,5d87bd75ced,Data Science Enthusiast.,,Sayantan Das,,sayantandas30011998,2
8c61a33a8397,"384b75dcb987, 928cbea4894e","Software Engineer ❤ Robots, AI",1629061340713459,Mithi,,mithi,2
7c1e0db25119,"4f35c28005bb, 5d131bb38572, 4971aba8fe00, 11f2509272cb, 75a882f7fa0d","Living at the intersection between finance, economics, and data science/engineering. Follow me on Twitter! @BobLovesData",10103357918885599,Bob Wakefield,,bobwakefield,2
323b564d6a03,80982d2fc081,"Data Engineer, exploring Data Science using Python",10155317436928282,Vaibhav Yadav,iYadavVaibhav,iYadavVaibhav,2
6542c868e346,60c034c34d55,Data engineer at Front Analytics and loves to work on projects at the intersection of data science and social issues.,,Nathan Cheever,data_cheeves,data_cheeves,2
5fed8ddb162,"4104e29b2781, 4104e29b2781",Bootstrapped and sold my first startup. Graduate student. Avid cook. Artist. I blog at www.filipinapate.com,10152978182433858,Filipina Pate,FilipinaPate,filipina,2
87bc26c4ea19,"633b2ee37972, 633b2ee37972",Engineer/researcher with a love for loud music and horror films.,10152780869340780,nic,nwerneck,nwerneck,2
3b87f73fddf9,"7153cecfca58, 31179fe2a891, fd9ef8e1ebd0, 8568f132153, ce396b96e9c, a232dc367aed",Hello I am Enterpreneur(Education) and Software Engineer,1026791904008134,Arshpreet Singh,,arshpreetsingh,2
63d767955028,"dc2a200f10f2, ddc7aae92d0e","Enjoys solving problems with coding. Big Data, Machine Learning & Artificial Intelligence Enthusiast",,Naveen Nalajala,,nnaveen89,2
8c5c79a3906a,9918a3d3be72,"Computer engineer and developer Java, Node, PHP and Python, bewitched by technologies in special projects IoT and Aerospace.",,João D. Junior,,joaoDjunior,2
4e7bcbcdff83,"670994197b88, 670994197b88, 55b202500d8f, 55b202500d8f, da92315ff456, 4b7c78e82925, 35da63e80d35, 66261f3f7334, d525951cefb5, d9eb131d6eca","Diploma in Foreign Languages, BSc. in Bioengineering… with tears and blood in between :) Trying to connect People and Ideas - in Italian & in English.",,@AndreaTorti90,andreatorti90,andreatorti90,2
7c153985d171,8adfb34f169c,"Head of Engineering @7parkdata ... (Prev @aboutdotcom)... Passionate about: massive systems, product dev, the east coast, netflix tv",,Mike Mac,mikemacmill,mikemacmill,2
f5ad6747bd46,b55da32b7196,CS undergrad interested in Machine Learning and related stuff.,1262807280438128,Gokulnath Pillai,,gokulnathpillai,2
63e19cb60758,97a0c44de2f4,Big-data engineer at Gett,,Benny Elgazar,,elgazarbenny,2
e2660a6e38c9,5c84b2b6d207,machine learning enthusiast,,brook a.,,brook.ambaw1,2
ded8588540a5,1e317ae4587d,PhD student at Stockholm University,10214074400321937,Samuel Bohman,samuelbohman,samuel.bohman,2
39ab1606c630,fcc10e12918e,Master Student • High Reliable Information Science • University of Hyogo• Mongolian @Japan,,Munguntsetseg,,M0ng00,2
1d1b8011f171,"e2f06eab496b, e81b79659e3f",Grad Student at NYU. Solving problems using Deep Learning. https://github.com/anantzoid,10206666813884780,Anant Gupta,anantzoid,anantzoid,2
5c1d2e733443,506c19c0d6fa,I'm currently doing my undergrad at UC Merced. First gen college student and figuring out my interests in software engineering.,,Armando Leon,,armleo2396,2
5222c102fa91,a9825331eef5,Data engineer and funk guitarist,,Tony Amoyal,tonyamoyal,tonyamoyal,2
7c0c7b6e8c54,82ac88e0a3bf,"MPhil student at Cambridge University; incoming Stanford CS PhD student. Studies NLP, psycholinguistics, and machine learning.",,Jesse Mu,,jmu303,2
6e31e56ed5d8,4f9433e49c19,Professional Machine Learning Engineer works for WSO2,,Upul Bandara,,upul,2
4f3c103befcc,7654bd9d1a0c,"PhD student @CMU_EPP. SM Technology&Policy from @MIT, BASc ChemEng from @WaterlooENG. Formerly @MITGlobalChange & @TheBTI. Tweeting abt energy/env tech&policy.",,Arthur Yip,arthurhcyip,arthurhcyip,2
5407401e5113,be34c35f0f37,"Software Engineer, Marathoner, Google Developer Expert, Adrenaline Junkie.",10203810209115080,Kenneth M Kinyanjui,kenju254,kenju254,2
ddea3740c9db,f589d84b4a1d,"IT Security Engineer, Crypto Maniac, HODLer",,cryptochrome,,cryptochrome,2
4f32ff289e86,bd3e914977f5,Data Science Master Student,,Ion Moșnoi,ionmosnoi,moshnoi2000,2
732ec8f0f9,6fa04c64196,"From Argentina. Marketing student. Digital Analyst / Developer at Leadaki. Passionate about Analytics, BI, statistics, and technology’s effects on society.",10155045885177971,Ezequiel Boehler,,ezequielboehler,2
601f3f31532c,19427eafecb2,"Ontologic life coach and software engineer in my way to include in my work #design thinking, #UX, #AI, #VR, #AR. Love to sing and dance.",,Isabel Vega,,isabel.vega.palomino,2
716549009cc4,"4f9433e49c19, 9e096f3320b7, b2fe033e5807, e9cd5c04f0f2, e9cd5c04f0f2, 9261de09b45, d8efb8cd0bd1, 258272422995, 5810d35d54b4, 7d9ae8df1c58, fe368795fe34, d2b0c7fd2387, b004a9863024","Self-driving car engineer (Udacity Nanodegree Fall ’17) — MSECE — Oklahoma City, OK, USA — more at jeremyshannon.com",10154604346879536,Jeremy Shannon,Jeremy_and,jeremyeshannon,2
7b9caa28385d,8b665435f28f,"In a long-term relationship with software. Contemplates architecture, engineering and the people involved. Creates chatbots as co-founder of chatpointment.com",10210710354502241,Thomas Reiter,thomas_j_reiter,thomasreiter_43434,2
8818b5f3eb46,"eb032996297, 90e8930e5348, 7d2b7ac0bea9, 7ddc935ab365, 45648049709e, 32220715adaf, 647d9314baaa, 3a97811a6a3d, 33bcc8a40bb9, ec998b7d0caf, e43495db59da, 714d1d82771a",passionate Bioinformatician with interest in Machine Learning and Data Science,,Jekaterina Kokatjuhha,jkokatjuhha,k.kokatjuhha,2
544a12eae91a,91e04ce600ae,Founder @farmdriveke. Software Engineer. Rational Optimist. Queen's Young Leader. #socent #fintech #agriculture #sustainability #SDGs #machinelearning #brain,,Peris Nyaboe,perisnyaboe,perisnyaboe,2
df43efaa0282,"80ea3ec3c471, 4caaff88463f",👨🏻‍💻 Software Engineer | 🐶❤️ | 🏔 Traveler | 📸http://Instagr.am/serban_mihai | Passionate about #swift #objectivec #javascript #graphql #reactjs #nodejs,924817620941119,Mihai Serban,MihaiSerban,serbanmihai,2
3ea5f803d503,601172f7603e,Machine Learning Engineer at upsaily.com,,Tomasz Dudek,,tomaszdudek,2
4f2ae8264ff1,"895aea3fc8c, 5a4a7ceb5008","Artificial Intelligence, Data Science and Semantics",10152892915838785,Christophe Tricot,ctricot,ctricot,2
5bb2d7d180bc,"70f0f17f46c6, 9a54353f494f, bec72ecfe1d9, bec72ecfe1d9, 2519af2751c, 2519af2751c, 66e7645015b8, bbad4e4e0718",Master’s Student — Interested in Deep Reinforcement Learning & Deep Learning,1149568555120311,Shamane Siriwardhana,GShamane,shamanesiriwardhana,2
639028e3f705,"4f9433e49c19, 91be18f1e603",Programmer- Problem Solver - Passionate about all things #Data and learning ways of how to make the world a better and efficient place through Data Science.,,Durga Sahoo,dpsahoo,dpsahoo,2
5f6651f1371e,"a2ec527dd23f, 589505d92e44, 5c881d1ad324",Geek // Tech Enthusiast // Software Engineer,100000756451169,Eduardo Andrade,fefo,eduardo_andrade,2
7b9e74e7639e,"f9483f3ab7e3, f8b7fc0a89d7",Engineer turned Product Guy who is never satisfied with the status quo. Currently VP of Product Management at Restb.ai,,Dominik Pogorzelski,,dom.pogorzelski,2
e5e849fe8ac6,64cacca3b908,Second Year CS Student @UCL / Events Director @UCLUTech / Upcoming SE Intern at Microsoft/ #Coffee / #Hackathon / #Photography,,Maya Afshar,MayaAfshar,MayaAfshar,2
86896d250c42,d275fd17c4e0,"CS student at MIT. Music, healthcare, and eSports fan.",1178791258809245,Andy Tsai,,tsaience,2
3019f4883da6,1702c392c4b2,Mechanical Engineering Major,,Connor Maynard,,tug68064,2
5c71a00abd92,"c419d2c63f0b, e6031ec65f33, 8e29f2193992, c13938a75b96",ME Student at Temple University “][“,,Ryan Deetscreek,,tuf82781,2
61862bd75e0c,cb688ac4d20f,Freelance Big Data & ML Software Engineer | husband + father of Juliëtte & Lucas | #Spark #Scala #BigData #ML #DeepLearning #Airflow #Kubernetes | Shodan Aikido,,Tom Lous,tomlous,tomlous,2
3925a08e07dd,ba9cf8724e57,"Graduate Student @ Northeastern, Boston. Product Geek",,Karan Kyanam,producius,karankyanam,2
7b965a981ce,"cefbe09528b3, 6570f4e0810b","Operations @ K2 Data Science, Novice UX/UI Designer",,Ty Shaikh,k2datascience,tyshaikh,2
daf54449b7a3,80d022a18aec,Daniel Caskey is Finance Student @FloridaTech | Aspiring Pilot | Avid Traveler | Passionate Sports Fan | Personal Website: http://DanielCaskey.org,,Daniel Caskey,DanielCaskey_,DanielCaskey,2
5f37d572eb25,e24ae3751bf3,Software engineer @Amazon and volunteer @StartupWeekend,10154231949792281,Thibaut LaBarre,Thibqut,Thibqut,2
e806f9f16a3f,6da44e59547f,Online-Journalismus/ PR (B.A.) | Medienentwicklung Student @mediencampus | Fahre Skateboard & gebe Workshops für Refugees | #journalism #pr #refugeescwelcome,,Tom Weimar,WeimarTom,WeimarTom,2
f61158888fcd,95486ffe581f,"Computer Scientist, Robotics Engineer",,Ahmad M.,ahmadovich_,blackvitriol,2
3bcb4e7001c4,390dc1a0d77,iOS and Web Engineer. https://www.linkedin.com/in/sambaumgarten,,Sam Baumgarten,baumgartensam,baumgartensam,2
3a16fa97630d,"8c2c2d5a7cc5, 8c2c2d5a7cc5",Owner of pushshift.io / Software Engineer / Systems Architect / Big Data Affeciando / Data Visualization / NLP / Machine Learning / I love data,,Jason Baumgartner,jasonbaumgartne,jasonbaumgartne,2
391b5d63407a,7c3f163b2ad0,Open Source Software Engineer,,Rafał Muszyński,takeittt,takeit,2
f45ba52f9e6c,60a76a3af887,Author of the Blog InspirAda na Computação | Co-founder Women Who Code Recife and PyLadies Recife | Student of Computer Science | Social Activist,,Lidy Monteiro,Lidy_Monteiro,Lidy_Monteiro,2
1c9f3894eed9,1e3e2fb06a7f,"Innovation, Social Good, Design Thinking, Data Science, Emerging Tech, Creative Tech, Artificial Intelligence. @mlogan https://marklogan.me",10154347301159650,Mark Logan,mlogan,mark.logan,2
f3cf5cea2098,174c59d31b69,"“Let me not pray to be sheltered from dangers, but to be fearless in facing them.” MBA Candidate @HarvardHBS ’19. Editor of MBA(real)Talk.",10205352362839061,Sana Mohammed,SanaMohm,sana.mohm,2
7c6d0878c81f,85aab86c544f,Machine learning enthusiast,1314724391975919,(Aditi) Singh,aditi717,aditi717,2
601fa7ee49ef,9fd5b0918714,"Eve, Data Security Consultant | Data Science MSc | Blogger at http://datawanderings.com",,Eve Rajca (@EveTheAnalyst),datactopus,datactopus,2
7c6a0e2e70b4,"4bf42be71ff1, b2510ba10197","I’m a musician, lawyer (sorry), student of history and most of all a dad.",625602230935348,Geoff Kieley,,geoffkieley,2
1ca9679b52e8,91be18f1e603,Data Juggler at @TrustYou. NLP/IR/Machine Learning — Tinkerer and Cumbiambero Sincero. Organizer of Munich DataGeeks. http://mfcabrera.com,,Miguel Cabrera,mfcabrera,mfcabrera,2
32c57baed216,"f6e7da7bbe40, 89576749d2ff","Student of Jagiellonian University, ML enthusiast",,Tomasz Wesołowski,,tom.wesolowski92,2
e7f791e64e83,"6f749f63798d, 6f749f63798d, d94fd62de009, edbd3aac3fb8",Passionate About Machine Learning R&D and Value Creation. https://lemay.ai,10101937049909466,"Daniel Shapiro, PhD",Lemay_ai,lemaysolutions,2
1d989b4fed7a,8bdfb4b79037,"Reader, father, and engineering leader",,M,,v.murahari,2
536515a4b25d,e585b1e49d97,"Writer on topics in data science, statistics and programming",,Peter Gleeson,,petergleeson1,2
5f4d2b8b896d,"726af0bfa062, d1a86bbf8c6c","crypto markets, data science ☞ twitter @devin_soni ☞ website https://100.github.io/",,Devin Soni,,devins,2
5245218b0b53,77218f0121fe,"Medium Lover, Machine Learning, Learning Web.",,Dipunj Gupta,,dipunj.mnnit,2
7ba2363b1fb2,1702c392c4b2,"Civil Engineering Student, Member of Temple University Equestrian Team",,Zahraa Alquraini,,tug40358,2
397590f17527,"bd463319aa4c, eea3ac374835, 39716e81ab40, 9b3698aef127, d4f9853495a5, c4c94d5d7125, 7e5892631faf, 330a35f8db00","Software Engineer, writes to give back the knowledge gained from others. believes in gratitude, hustles @ http://pythonizr.com",,Akash Panchal,akashp1712,akashp1712,2
dbeee68f1e50,1409fa277487,Went from Silicon Valley to Hollywood and Wall St. in between. Film Producer @legacyentp / Product Engineer @engmfg4vc / Director of @catalinasummit & Surfer,10205948178722095,Gena Vazquez,LegacyofGena,LegacyofGena,2
88068e3b56ec,4578485e1461,Chartered Engineer. Architect @hiproj. Co-founder @tech_we_trust co-op. Partner @eulerpartners. Author ‘Attenzi’ & ‘The Business of Influence’ (Wiley).,,Philip Sheldrake,Sheldrake,sheldrake,2
1f4fccd1ef4c,"21846fecc4c0, 21846fecc4c0, 7339e27adf6f",Data Science Manager @Uber,,Karthik M Ramasamy,_cartick,_cartick,2
537aa5c4a5ab,a688aecfdf08,http://brainstat.blogspot.com | data science | neuroimaging | medical imaging,,Meena Mani,meena_uvaca,meena_uvaca,2
de1d0e6aaeeb,fbb71994d341,@F1 Enthusiast & Software Engineer @KainosSoftware,,Peter McAree,PMc_A,PMc_A,2
60053aaedaa3,"5dd7fa3f9ca0, 7bbee17ff30d","PM, engineer.ai, cloudops.ai. Maker: cornea.ai. Building something but shipping everyday. Polymath",589330977832903,Paul Finney,,paulFinney,2
87ed547517cd,ce6fa9ca2764,"student of the human condition idealist, aggregator of thoughts",,mplsvbhvr,,mplsvbhvr,2
6dedcc6de1a6,1f28f3d9c23,Engenheiro Mecatrônico e Professor. Data Science enthusiast.,,Rodrigo Salles,,BrData,2
6416041f0487,"978675c95776, 978675c95776",machine learning and deep learning are my power bars,,Stella Wu,,stellaywu,2
df18e8ccfa4d,9b97f3ed4fe5,Software engineer. Built @Soundnodeapp and @Solshal,,Michael Lancaster,,weblancaster,2
6e66c22fc84e,95e34a950de6,"16 year old programmer, ever-learning student. Blogger at www.masky.me Stories are empowering and I share the best.",,Masky S,,maskys,2
f57ccc253b80,a7e31a83577b,"Software Engineer — Cambridge, MA",,Mark Soper,marksoper,marksoper,2
